Wall time,Step,Value
1687732683.586603,351,1.1314970254898071
1687732723.4442062,703,0.8360225558280945
1687732763.6438916,1055,0.6843308806419373
1687732803.0731115,1407,0.5878108739852905
1687732841.7335742,1759,0.546240508556366
1687732880.192782,2111,0.5058004856109619
1687732918.082505,2463,0.47694867849349976
1687732956.4953,2815,0.4520951807498932
1687732994.651811,3167,0.42878833413124084
1687733034.2622561,3519,0.42517516016960144
1687733071.841321,3871,0.41130948066711426
1687733110.0529733,4223,0.397044837474823
1687733147.5759737,4575,0.3974723815917969
1687733185.5142846,4927,0.3953317701816559
1687733223.2920184,5279,0.4174119234085083
1687733261.0927744,5631,0.39154258370399475
1687733299.0126953,5983,0.3886301815509796
1687733336.8828845,6335,0.3949732780456543
1687733375.461424,6687,0.38041460514068604
1687733413.351011,7039,0.37097668647766113
1687733451.1317208,7391,0.4235469698905945
1687733489.4231644,7743,0.39662766456604004
1687733528.5456693,8095,0.38965702056884766
1687733567.297162,8447,0.39666107296943665
1687733606.0615911,8799,0.4321741759777069
1687733644.0792108,9151,0.36490434408187866
1687733682.0724442,9503,0.4136973023414612
1687733721.2146344,9855,0.400881290435791
1687733759.7486494,10207,0.40217164158821106
1687733799.188674,10559,0.3966078460216522
1687733838.1953042,10911,0.3867988586425781
1687733876.3659647,11263,0.38632479310035706
1687733913.7827811,11615,0.406193345785141
1687733951.3298328,11967,0.4041505753993988
1687733989.5043328,12319,0.3982999622821808
1687734027.1681988,12671,0.41659340262413025
1687734065.3317564,13023,0.39781472086906433
1687734102.8363895,13375,0.38706788420677185
1687734140.5292065,13727,0.39983704686164856
1687734178.0792468,14079,0.39528530836105347
1687734215.844523,14431,0.38753464818000793
1687734254.0105999,14783,0.42042186856269836
1687734291.419941,15135,0.4204401969909668
1687734329.190421,15487,0.41656407713890076
1687734367.403886,15839,0.4757518172264099
1687734405.4929829,16191,0.39334627985954285
1687734443.7709515,16543,0.41393232345581055
1687734481.747106,16895,0.5448460578918457
1687734519.757367,17247,0.3891739249229431
1687734558.4188485,17599,0.4755648374557495
1687734597.2107882,17951,0.45366913080215454
1687734635.70236,18303,0.3908437490463257
1687734674.267013,18655,0.4315800666809082
1687734712.8836803,19007,0.447658509016037
1687734751.944077,19359,0.43376827239990234
1687734790.1473987,19711,0.4106430113315582
1687734828.9149997,20063,0.4411716163158417
1687734868.0063524,20415,0.4831136167049408
1687734906.4947014,20767,0.45359134674072266
1687734944.9102898,21119,0.47789618372917175
1687734983.5378153,21471,0.4095628559589386
1687735021.9820142,21823,0.37798023223876953
1687735060.7772257,22175,0.4517201781272888
1687735099.233176,22527,0.4710692763328552
1687735137.7517715,22879,0.5161709785461426
1687735175.861553,23231,0.4037265181541443
1687735214.1966867,23583,0.46302518248558044
1687735253.2286184,23935,0.4227356016635895
1687735291.9118085,24287,0.4393625855445862
1687735330.189025,24639,0.4361170828342438
1687735368.407098,24991,0.4140685498714447
1687735406.517269,25343,0.4028140604496002
1687735445.3721793,25695,0.4667157828807831
1687735484.889082,26047,0.4564421474933624
1687735523.8705275,26399,0.42443183064460754
1687735562.7457874,26751,0.4691151976585388
1687735602.1555743,27103,0.41648006439208984
1687735640.6255584,27455,0.3805401027202606
1687735679.2240858,27807,0.4009937345981598
1687735717.9663076,28159,0.39037805795669556
1687735756.7072854,28511,0.41794541478157043
1687735795.2099223,28863,0.41997388005256653
1687735834.0485392,29215,0.39936935901641846
1687735872.1962676,29567,0.45119842886924744
1687735911.4859512,29919,0.4425930678844452
1687735950.4429202,30271,0.40644964575767517
1687735989.3235686,30623,0.4281803369522095
1687736037.1970348,30975,0.42848241329193115
1687736082.9960349,31327,0.4238237738609314
1687736132.5714676,31679,0.4327753484249115
1687736181.5409586,32031,0.49968579411506653
1687736220.5205617,32383,0.4388347268104553
1687736258.7830307,32735,0.4050620496273041
1687736297.6499288,33087,0.4124670922756195
1687736335.956173,33439,0.4140130877494812
1687736383.881045,33791,0.40677279233932495
1687736434.1963012,34143,0.4076017439365387
1687736476.7319605,34495,0.4550689458847046
1687736515.6513526,34847,0.40936845541000366
1687736554.4701252,35199,0.39570173621177673
1687736593.9317813,35551,0.42484936118125916
1687736633.8204947,35903,0.4178908169269562
1687736673.9390416,36255,0.40786904096603394
1687736713.236274,36607,0.39246442914009094
1687736752.6532953,36959,0.4206596612930298
1687736792.7002983,37311,0.37742266058921814
1687736832.873659,37663,0.41517484188079834
1687736890.25003,38015,0.4048466682434082
1687736940.4348142,38367,0.4267655909061432
1687736981.7559702,38719,0.4318751394748688
1687737037.8960364,39071,0.41872474551200867
1687737076.3889985,39423,0.41758060455322266
1687737114.2864459,39775,0.3695344626903534
1687737152.2358334,40127,0.42840376496315
